"","X1","FECHA","NOMBRE_DIA","FESTIVO"
"1791",1791,"11/26/2018","LUNES","0"
"1792",1792,"11/27/2018","MARTES","0"
"1793",1793,"11/28/2018","MIERCOLES","0"
"1794",1794,"11/29/2018","JUEVES","0"
"1795",1795,"11/30/2018","VIERNES","0"
"1796",1796,"12/1/2018","SÁBADO","ALB"
"1797",1797,"12/2/2018","DOMINGO","0"
"1798",1798,"12/3/2018","LUNES","0"
"1799",1799,"12/4/2018","MARTES","0"
"1800",1800,"12/5/2018","MIERCOLES","0"
"1801",1801,"12/6/2018","JUEVES","0"
"1802",1802,"12/7/2018","VIERNES","DVT"
"1803",1803,"12/8/2018","SÁBADO","2"
"1804",1804,"12/9/2018","DOMINGO","0"
"1805",1805,"12/10/2018","LUNES","0"
"1806",1806,"12/11/2018","MARTES","0"
"1807",1807,"12/12/2018","MIERCOLES","0"
"1808",1808,"12/13/2018","JUEVES","0"
"1809",1809,"12/14/2018","VIERNES","0"
"1810",1810,"12/15/2018","SÁBADO","0"
"1811",1811,"12/16/2018","DOMINGO","0"
"1812",1812,"12/17/2018","LUNES","0"
"1813",1813,"12/18/2018","MARTES","0"
"1814",1814,"12/19/2018","MIERCOLES","0"
"1815",1815,"12/20/2018","JUEVES","0"
"1816",1816,"12/21/2018","VIERNES","0"
"1817",1817,"12/22/2018","SÁBADO","0"
"1818",1818,"12/23/2018","DOMINGO","0"
"1819",1819,"12/24/2018","LUNES","0"
"1820",1820,"12/25/2018","MARTES","2"
"1821",1821,"12/26/2018","MIERCOLES","VAC"
"1822",1822,"12/27/2018","JUEVES","VAC"
"1823",1823,"12/28/2018","VIERNES","VAC"
"1824",1824,"12/29/2018","SÁBADO","VAC"
"1825",1825,"12/30/2018","DOMINGO","VAC"
"1826",1826,"12/31/2018","LUNES","FDA"
"1827",1827,"1/1/2019","MARTES","2"
"1828",1828,"1/2/2019","MIÉRCOLES","VAC"
"1829",1829,"1/3/2019","JUEVES","VAC"
"1830",1830,"1/4/2019","VIERNES","VAC"
"1831",1831,"1/5/2019","SÁBADO","VAC"
"1832",1832,"1/6/2019","DOMINGO","0"
"1833",1833,"1/7/2019","LUNES","2"
"1834",1834,"1/8/2019","MARTES","0"
"1835",1835,"1/9/2019","MIÉRCOLES","0"
"1836",1836,"1/10/2019","JUEVES","0"
"1837",1837,"1/11/2019","VIERNES","0"
"1838",1838,"1/12/2019","SÁBADO","0"
"1839",1839,"1/13/2019","DOMINGO","0"
"1840",1840,"1/14/2019","LUNES","0"
"1841",1841,"1/15/2019","MARTES","0"
"1842",1842,"1/16/2019","MIÉRCOLES","0"
"1843",1843,"1/17/2019","JUEVES","0"
"1844",1844,"1/18/2019","VIERNES","0"
"1845",1845,"1/19/2019","SÁBADO","0"
"1846",1846,"1/20/2019","DOMINGO","0"
"1847",1847,"1/21/2019","LUNES","0"
"1848",1848,"1/22/2019","MARTES","0"
"1849",1849,"1/23/2019","MIÉRCOLES","0"
"1850",1850,"1/24/2019","JUEVES","0"
"1851",1851,"1/25/2019","VIERNES","0"
"1852",1852,"1/26/2019","SÁBADO","0"
"1853",1853,"1/27/2019","DOMINGO","0"
"1854",1854,"1/28/2019","LUNES","0"
"1855",1855,"1/29/2019","MARTES","0"
"1856",1856,"1/30/2019","MIÉRCOLES","0"
"1857",1857,"1/31/2019","JUEVES","0"
"1858",1858,"2/1/2019","VIERNES","0"
"1859",1859,"2/2/2019","SÁBADO","0"
"1860",1860,"2/3/2019","DOMINGO","0"
"1861",1861,"2/4/2019","LUNES","0"
"1862",1862,"2/5/2019","MARTES","0"
"1863",1863,"2/6/2019","MIÉRCOLES","0"
"1864",1864,"2/7/2019","JUEVES","0"
"1865",1865,"2/8/2019","VIERNES","0"
"1866",1866,"2/9/2019","SÁBADO","0"
"1867",1867,"2/10/2019","DOMINGO","0"
"1868",1868,"2/11/2019","LUNES","0"
"1869",1869,"2/12/2019","MARTES","0"
"1870",1870,"2/13/2019","MIÉRCOLES","0"
"1871",1871,"2/14/2019","JUEVES","SVT"
"1872",1872,"2/15/2019","VIERNES","0"
"1873",1873,"2/16/2019","SÁBADO","0"
"1874",1874,"2/17/2019","DOMINGO","0"
"1875",1875,"2/18/2019","LUNES","0"
"1876",1876,"2/19/2019","MARTES","0"
"1877",1877,"2/20/2019","MIÉRCOLES","0"
"1878",1878,"2/21/2019","JUEVES","0"
"1879",1879,"2/22/2019","VIERNES","0"
"1880",1880,"2/23/2019","SÁBADO","0"
"1881",1881,"2/24/2019","DOMINGO","0"
"1882",1882,"2/25/2019","LUNES","0"
"1883",1883,"2/26/2019","MARTES","0"
"1884",1884,"2/27/2019","MIÉRCOLES","0"
"1885",1885,"2/28/2019","JUEVES","0"
"1886",1886,"3/1/2019","VIERNES","0"
"1887",1887,"3/2/2019","SÁBADO","0"
"1888",1888,"3/3/2019","DOMINGO","0"
"1889",1889,"3/4/2019","LUNES","0"
"1890",1890,"3/5/2019","MARTES","0"
"1891",1891,"3/6/2019","MIÉRCOLES","0"
"1892",1892,"3/7/2019","JUEVES","0"
"1893",1893,"3/8/2019","VIERNES","0"
"1894",1894,"3/9/2019","SÁBADO","0"
"1895",1895,"3/10/2019","DOMINGO","0"
"1896",1896,"3/11/2019","LUNES","0"
"1897",1897,"3/12/2019","MARTES","0"
"1898",1898,"3/13/2019","MIÉRCOLES","0"
"1899",1899,"3/14/2019","JUEVES","0"
"1900",1900,"3/15/2019","VIERNES","0"
"1901",1901,"3/16/2019","SÁBADO","0"
"1902",1902,"3/17/2019","DOMINGO","0"
"1903",1903,"3/18/2019","LUNES","0"
"1904",1904,"3/19/2019","MARTES","0"
"1905",1905,"3/20/2019","MIÉRCOLES","0"
"1906",1906,"3/21/2019","JUEVES","0"
"1907",1907,"3/22/2019","VIERNES","0"
"1908",1908,"3/23/2019","SÁBADO","0"
"1909",1909,"3/24/2019","DOMINGO","0"
"1910",1910,"3/25/2019","LUNES","2"
"1911",1911,"3/26/2019","MARTES","0"
"1912",1912,"3/27/2019","MIÉRCOLES","0"
"1913",1913,"3/28/2019","JUEVES","0"
"1914",1914,"3/29/2019","VIERNES","0"
"1915",1915,"3/30/2019","SÁBADO","0"
"1916",1916,"3/31/2019","DOMINGO","0"
"1917",1917,"4/1/2019","LUNES","2"
"1918",1918,"4/2/2019","MARTES","0"
"1919",1919,"4/3/2019","MIÉRCOLES","0"
"1920",1920,"4/4/2019","JUEVES","0"
"1921",1921,"4/5/2019","VIERNES","0"
"1922",1922,"4/6/2019","SÁBADO","0"
"1923",1923,"4/7/2019","DOMINGO","0"
"1924",1924,"4/8/2019","LUNES","0"
"1925",1925,"4/9/2019","MARTES","0"
"1926",1926,"4/10/2019","MIÉRCOLES","0"
"1927",1927,"4/11/2019","JUEVES","0"
"1928",1928,"4/12/2019","VIERNES","0"
"1929",1929,"4/13/2019","SÁBADO","0"
"1930",1930,"4/14/2019","DOMINGO","SMS"
"1931",1931,"4/15/2019","LUNES","SMS"
"1932",1932,"4/16/2019","MARTES","SMS"
"1933",1933,"4/17/2019","MIÉRCOLES","SMS"
"1934",1934,"4/18/2019","JUEVES","SMS"
"1935",1935,"4/19/2019","VIERNES","SMS"
"1936",1936,"4/20/2019","SÁBADO","SMS"
"1937",1937,"4/21/2019","DOMINGO","SMS"
"1938",1938,"4/22/2019","LUNES","0"
"1939",1939,"4/23/2019","MARTES","0"
"1940",1940,"4/24/2019","MIÉRCOLES","0"
"1941",1941,"4/25/2019","JUEVES","0"
"1942",1942,"4/26/2019","VIERNES","0"
"1943",1943,"4/27/2019","SÁBADO","0"
"1944",1944,"4/28/2019","DOMINGO","0"
"1945",1945,"4/29/2019","LUNES","0"
"1946",1946,"4/30/2019","MARTES","0"
"1947",1947,"5/1/2019","MIÉRCOLES","2"
"1948",1948,"5/2/2019","JUEVES","0"
"1949",1949,"5/3/2019","VIERNES","0"
"1950",1950,"5/4/2019","SÁBADO","0"
"1951",1951,"5/5/2019","DOMINGO","0"
"1952",1952,"5/6/2019","LUNES","0"
"1953",1953,"5/7/2019","MARTES","0"
"1954",1954,"5/8/2019","MIÉRCOLES","0"
"1955",1955,"5/9/2019","JUEVES","0"
"1956",1956,"5/10/2019","VIERNES","0"
"1957",1957,"5/11/2019","SÁBADO","0"
"1958",1958,"5/12/2019","DOMINGO","DMD"
"1959",1959,"5/13/2019","LUNES","0"
"1960",1960,"5/14/2019","MARTES","0"
"1961",1961,"5/15/2019","MIÉRCOLES","0"
"1962",1962,"5/16/2019","JUEVES","0"
"1963",1963,"5/17/2019","VIERNES","0"
"1964",1964,"5/18/2019","SÁBADO","0"
"1965",1965,"5/19/2019","DOMINGO","0"
"1966",1966,"5/20/2019","LUNES","0"
"1967",1967,"5/21/2019","MARTES","0"
"1968",1968,"5/22/2019","MIÉRCOLES","0"
"1969",1969,"5/23/2019","JUEVES","0"
"1970",1970,"5/24/2019","VIERNES","0"
"1971",1971,"5/25/2019","SÁBADO","0"
"1972",1972,"5/26/2019","DOMINGO","0"
"1973",1973,"5/27/2019","LUNES","0"
"1974",1974,"5/28/2019","MARTES","0"
"1975",1975,"5/29/2019","MIÉRCOLES","0"
"1976",1976,"5/30/2019","JUEVES","0"
"1977",1977,"5/31/2019","VIERNES","0"
"1978",1978,"6/1/2019","SÁBADO","0"
"1979",1979,"6/2/2019","DOMINGO","0"
"1980",1980,"6/3/2019","LUNES","2"
"1981",1981,"6/4/2019","MARTES","0"
"1982",1982,"6/5/2019","MIÉRCOLES","0"
"1983",1983,"6/6/2019","JUEVES","0"
"1984",1984,"6/7/2019","VIERNES","0"
"1985",1985,"6/8/2019","SÁBADO","0"
"1986",1986,"6/9/2019","DOMINGO","0"
"1987",1987,"6/10/2019","LUNES","0"
"1988",1988,"6/11/2019","MARTES","0"
"1989",1989,"6/12/2019","MIÉRCOLES","0"
"1990",1990,"6/13/2019","JUEVES","0"
"1991",1991,"6/14/2019","VIERNES","0"
"1992",1992,"6/15/2019","SÁBADO","0"
"1993",1993,"6/16/2019","DOMINGO","DPD"
"1994",1994,"6/17/2019","LUNES","0"
"1995",1995,"6/18/2019","MARTES","0"
"1996",1996,"6/19/2019","MIÉRCOLES","0"
"1997",1997,"6/20/2019","JUEVES","0"
"1998",1998,"6/21/2019","VIERNES","0"
"1999",1999,"6/22/2019","SÁBADO","0"
"2000",2000,"6/23/2019","DOMINGO","0"
"2001",2001,"6/24/2019","LUNES","2"
"2002",2002,"6/25/2019","MARTES","0"
"2003",2003,"6/26/2019","MIÉRCOLES","0"
"2004",2004,"6/27/2019","JUEVES","0"
"2005",2005,"6/28/2019","VIERNES","0"
"2006",2006,"6/29/2019","SÁBADO","0"
"2007",2007,"6/30/2019","DOMINGO","MOG"
"2008",2008,"7/1/2019","LUNES","2"
"2009",2009,"7/2/2019","MARTES","0"
"2010",2010,"7/3/2019","MIÉRCOLES","0"
"2011",2011,"7/4/2019","JUEVES","0"
"2012",2012,"7/5/2019","VIERNES","0"
"2013",2013,"7/6/2019","SÁBADO","0"
"2014",2014,"7/7/2019","DOMINGO","0"
"2015",2015,"7/8/2019","LUNES","0"
"2016",2016,"7/9/2019","MARTES","0"
"2017",2017,"7/10/2019","MIÉRCOLES","0"
"2018",2018,"7/11/2019","JUEVES","0"
"2019",2019,"7/12/2019","VIERNES","0"
"2020",2020,"7/13/2019","SÁBADO","0"
"2021",2021,"7/14/2019","DOMINGO","0"
"2022",2022,"7/15/2019","LUNES","0"
"2023",2023,"7/16/2019","MARTES","0"
"2024",2024,"7/17/2019","MIÉRCOLES","0"
"2025",2025,"7/18/2019","JUEVES","0"
"2026",2026,"7/19/2019","VIERNES","0"
"2027",2027,"7/20/2019","SÁBADO","2"
"2028",2028,"7/21/2019","DOMINGO","0"
"2029",2029,"7/22/2019","LUNES","0"
"2030",2030,"7/23/2019","MARTES","0"
"2031",2031,"7/24/2019","MIÉRCOLES","0"
"2032",2032,"7/25/2019","JUEVES","0"
"2033",2033,"7/26/2019","VIERNES","0"
"2034",2034,"7/27/2019","SÁBADO","0"
"2035",2035,"7/28/2019","DOMINGO","0"
"2036",2036,"7/29/2019","LUNES","0"
"2037",2037,"7/30/2019","MARTES","0"
"2038",2038,"7/31/2019","MIÉRCOLES","0"
"2039",2039,"8/1/2019","JUEVES","0"
"2040",2040,"8/2/2019","VIERNES","0"
"2041",2041,"8/3/2019","SÁBADO","0"
"2042",2042,"8/4/2019","DOMINGO","0"
"2043",2043,"8/5/2019","LUNES","0"
"2044",2044,"8/6/2019","MARTES","0"
"2045",2045,"8/7/2019","MIÉRCOLES","2"
"2046",2046,"8/8/2019","JUEVES","0"
"2047",2047,"8/9/2019","VIERNES","0"
"2048",2048,"8/10/2019","SÁBADO","0"
"2049",2049,"8/11/2019","DOMINGO","0"
"2050",2050,"8/12/2019","LUNES","0"
"2051",2051,"8/13/2019","MARTES","0"
"2052",2052,"8/14/2019","MIÉRCOLES","0"
"2053",2053,"8/15/2019","JUEVES","0"
"2054",2054,"8/16/2019","VIERNES","0"
"2055",2055,"8/17/2019","SÁBADO","0"
"2056",2056,"8/18/2019","DOMINGO","0"
"2057",2057,"8/19/2019","LUNES","2"
"2058",2058,"8/20/2019","MARTES","0"
"2059",2059,"8/21/2019","MIÉRCOLES","0"
"2060",2060,"8/22/2019","JUEVES","0"
"2061",2061,"8/23/2019","VIERNES","0"
"2062",2062,"8/24/2019","SÁBADO","0"
"2063",2063,"8/25/2019","DOMINGO","0"
"2064",2064,"8/26/2019","LUNES","0"
"2065",2065,"8/27/2019","MARTES","0"
"2066",2066,"8/28/2019","MIÉRCOLES","0"
"2067",2067,"8/29/2019","JUEVES","0"
"2068",2068,"8/30/2019","VIERNES","0"
"2069",2069,"8/31/2019","SÁBADO","0"
"2070",2070,"9/1/2019","DOMINGO","0"
"2071",2071,"9/2/2019","LUNES","0"
"2072",2072,"9/3/2019","MARTES","0"
"2073",2073,"9/4/2019","MIÉRCOLES","0"
"2074",2074,"9/5/2019","JUEVES","0"
"2075",2075,"9/6/2019","VIERNES","0"
"2076",2076,"9/7/2019","SÁBADO","0"
"2077",2077,"9/8/2019","DOMINGO","0"
"2078",2078,"9/9/2019","LUNES","0"
"2079",2079,"9/10/2019","MARTES","0"
"2080",2080,"9/11/2019","MIÉRCOLES","0"
"2081",2081,"9/12/2019","JUEVES","0"
"2082",2082,"9/13/2019","VIERNES","0"
"2083",2083,"9/14/2019","SÁBADO","0"
"2084",2084,"9/15/2019","DOMINGO","0"
"2085",2085,"9/16/2019","LUNES","0"
"2086",2086,"9/17/2019","MARTES","0"
"2087",2087,"9/18/2019","MIÉRCOLES","0"
"2088",2088,"9/19/2019","JUEVES","0"
"2089",2089,"9/20/2019","VIERNES","0"
"2090",2090,"9/21/2019","SÁBADO","SVT"
"2091",2091,"9/22/2019","DOMINGO","0"
"2092",2092,"9/23/2019","LUNES","0"
"2093",2093,"9/24/2019","MARTES","0"
"2094",2094,"9/25/2019","MIÉRCOLES","0"
"2095",2095,"9/26/2019","JUEVES","0"
"2096",2096,"9/27/2019","VIERNES","0"
"2097",2097,"9/28/2019","SÁBADO","0"
"2098",2098,"9/29/2019","DOMINGO","0"
"2099",2099,"9/30/2019","LUNES","0"
"2100",2100,"10/1/2019","MARTES","0"
"2101",2101,"10/2/2019","MIÉRCOLES","0"
"2102",2102,"10/3/2019","JUEVES","0"
"2103",2103,"10/4/2019","VIERNES","0"
"2104",2104,"10/5/2019","SÁBADO","0"
"2105",2105,"10/6/2019","DOMINGO","0"
"2106",2106,"10/7/2019","LUNES","0"
"2107",2107,"10/8/2019","MARTES","0"
"2108",2108,"10/9/2019","MIÉRCOLES","0"
"2109",2109,"10/10/2019","JUEVES","0"
"2110",2110,"10/11/2019","VIERNES","0"
"2111",2111,"10/12/2019","SÁBADO","0"
"2112",2112,"10/13/2019","DOMINGO","0"
"2113",2113,"10/14/2019","LUNES","2"
"2114",2114,"10/15/2019","MARTES","0"
"2115",2115,"10/16/2019","MIÉRCOLES","0"
"2116",2116,"10/17/2019","JUEVES","0"
"2117",2117,"10/18/2019","VIERNES","0"
"2118",2118,"10/19/2019","SÁBADO","0"
"2119",2119,"10/20/2019","DOMINGO","0"
"2120",2120,"10/21/2019","LUNES","0"
"2121",2121,"10/22/2019","MARTES","0"
"2122",2122,"10/23/2019","MIÉRCOLES","0"
"2123",2123,"10/24/2019","JUEVES","0"
"2124",2124,"10/25/2019","VIERNES","0"
"2125",2125,"10/26/2019","SÁBADO","0"
"2126",2126,"10/27/2019","DOMINGO","0"
"2127",2127,"10/28/2019","LUNES","0"
"2128",2128,"10/29/2019","MARTES","0"
"2129",2129,"10/30/2019","MIÉRCOLES","0"
"2130",2130,"10/31/2019","JUEVES","HWN"
"2131",2131,"11/1/2019","VIERNES","0"
"2132",2132,"11/2/2019","SÁBADO","0"
"2133",2133,"11/3/2019","DOMINGO","0"
"2134",2134,"11/4/2019","LUNES","2"
"2135",2135,"11/5/2019","MARTES","0"
"2136",2136,"11/6/2019","MIÉRCOLES","0"
"2137",2137,"11/7/2019","JUEVES","0"
"2138",2138,"11/8/2019","VIERNES","0"
"2139",2139,"11/9/2019","SÁBADO","0"
"2140",2140,"11/10/2019","DOMINGO","0"
"2141",2141,"11/11/2019","LUNES","2"
"2142",2142,"11/12/2019","MARTES","0"
"2143",2143,"11/13/2019","MIÉRCOLES","0"
"2144",2144,"11/14/2019","JUEVES","0"
"2145",2145,"11/15/2019","VIERNES","0"
"2146",2146,"11/16/2019","SÁBADO","0"
"2147",2147,"11/17/2019","DOMINGO","0"
"2148",2148,"11/18/2019","LUNES","0"
"2149",2149,"11/19/2019","MARTES","0"
"2150",2150,"11/20/2019","MIÉRCOLES","0"
"2151",2151,"11/21/2019","JUEVES","0"
"2152",2152,"11/22/2019","VIERNES","0"
"2153",2153,"11/23/2019","SÁBADO","0"
"2154",2154,"11/24/2019","DOMINGO","0"
"2155",2155,"11/25/2019","LUNES","0"
"2156",2156,"11/26/2019","MARTES","0"
"2157",2157,"11/27/2019","MIÉRCOLES","0"
"2158",2158,"11/28/2019","JUEVES","0"
"2159",2159,"11/29/2019","VIERNES","0"
"2160",2160,"11/30/2019","SÁBADO","0"
"2161",2161,"12/1/2019","DOMINGO","ALB"
"2162",2162,"12/2/2019","LUNES","0"
"2163",2163,"12/3/2019","MARTES","0"
"2164",2164,"12/4/2019","MIÉRCOLES","0"
"2165",2165,"12/5/2019","JUEVES","0"
"2166",2166,"12/6/2019","VIERNES","0"
"2167",2167,"12/7/2019","SÁBADO","DVT"
"2168",2168,"12/8/2019","DOMINGO","2"
"2169",2169,"12/9/2019","LUNES","0"
"2170",2170,"12/10/2019","MARTES","0"
"2171",2171,"12/11/2019","MIÉRCOLES","0"
"2172",2172,"12/12/2019","JUEVES","0"
"2173",2173,"12/13/2019","VIERNES","0"
"2174",2174,"12/14/2019","SÁBADO","0"
"2175",2175,"12/15/2019","DOMINGO","0"
"2176",2176,"12/16/2019","LUNES","0"
"2177",2177,"12/17/2019","MARTES","0"
"2178",2178,"12/18/2019","MIÉRCOLES","0"
"2179",2179,"12/19/2019","JUEVES","0"
"2180",2180,"12/20/2019","VIERNES","0"
"2181",2181,"12/21/2019","SÁBADO","0"
"2182",2182,"12/22/2019","DOMINGO","0"
"2183",2183,"12/23/2019","LUNES","0"
"2184",2184,"12/24/2019","MARTES","0"
"2185",2185,"12/25/2019","MIÉRCOLES","2"
"2186",2186,"12/26/2019","JUEVES","VAC"
"2187",2187,"12/27/2019","VIERNES","VAC"
"2188",2188,"12/28/2019","SÁBADO","VAC"
"2189",2189,"12/29/2019","DOMINGO","VAC"
"2190",2190,"12/30/2019","LUNES","VAC"
"2191",2191,"12/31/2019","MARTES","FDA"
"2192",2192,"1/1/2020","MIÉRCOLES","2"
"2193",2193,"1/2/2020","JUEVES","VAC"
"2194",2194,"1/3/2020","VIERNES","VAC"
"2195",2195,"1/4/2020","SÁBADO","VAC"
"2196",2196,"1/5/2020","DOMINGO","VAC"
"2197",2197,"1/6/2020","LUNES","2"
"2198",2198,"1/7/2020","MARTES","0"
"2199",2199,"1/8/2020","MIÉRCOLES","0"
"2200",2200,"1/9/2020","JUEVES","0"
"2201",2201,"1/10/2020","VIERNES","0"
"2202",2202,"1/11/2020","SÁBADO","0"
"2203",2203,"1/12/2020","DOMINGO","0"
"2204",2204,"1/13/2020","LUNES","0"
"2205",2205,"1/14/2020","MARTES","0"
"2206",2206,"1/15/2020","MIÉRCOLES","0"
"2207",2207,"1/16/2020","JUEVES","0"
"2208",2208,"1/17/2020","VIERNES","0"
"2209",2209,"1/18/2020","SÁBADO","0"
"2210",2210,"1/19/2020","DOMINGO","0"
"2211",2211,"1/20/2020","LUNES","0"
"2212",2212,"1/21/2020","MARTES","0"
"2213",2213,"1/22/2020","MIÉRCOLES","0"
"2214",2214,"1/23/2020","JUEVES","0"
"2215",2215,"1/24/2020","VIERNES","0"
"2216",2216,"1/25/2020","SÁBADO","0"
"2217",2217,"1/26/2020","DOMINGO","0"
"2218",2218,"1/27/2020","LUNES","0"
"2219",2219,"1/28/2020","MARTES","0"
"2220",2220,"1/29/2020","MIÉRCOLES","0"
"2221",2221,"1/30/2020","JUEVES","0"
"2222",2222,"1/31/2020","VIERNES","0"
"2223",2223,"2/1/2020","SÁBADO","0"
"2224",2224,"2/2/2020","DOMINGO","0"
"2225",2225,"2/3/2020","LUNES","0"
"2226",2226,"2/4/2020","MARTES","0"
"2227",2227,"2/5/2020","MIÉRCOLES","0"
"2228",2228,"2/6/2020","JUEVES","0"
"2229",2229,"2/7/2020","VIERNES","0"
"2230",2230,"2/8/2020","SÁBADO","0"
"2231",2231,"2/9/2020","DOMINGO","0"
"2232",2232,"2/10/2020","LUNES","0"
"2233",2233,"2/11/2020","MARTES","0"
"2234",2234,"2/12/2020","MIÉRCOLES","0"
"2235",2235,"2/13/2020","JUEVES","0"
"2236",2236,"2/14/2020","VIERNES","SVT"
"2237",2237,"2/15/2020","SÁBADO","0"
"2238",2238,"2/16/2020","DOMINGO","0"
"2239",2239,"2/17/2020","LUNES","0"
"2240",2240,"2/18/2020","MARTES","0"
"2241",2241,"2/19/2020","MIÉRCOLES","0"
"2242",2242,"2/20/2020","JUEVES","0"
"2243",2243,"2/21/2020","VIERNES","0"
"2244",2244,"2/22/2020","SÁBADO","0"
"2245",2245,"2/23/2020","DOMINGO","0"
"2246",2246,"2/24/2020","LUNES","0"
"2247",2247,"2/25/2020","MARTES","0"
"2248",2248,"2/26/2020","MIÉRCOLES","0"
"2249",2249,"2/27/2020","JUEVES","0"
"2250",2250,"2/28/2020","VIERNES","0"
"2251",2251,"3/1/2020","SÁBADO","0"
"2252",2252,"3/2/2020","DOMINGO","0"
"2253",2253,"3/3/2020","LUNES","0"
"2254",2254,"3/4/2020","MARTES","0"
"2255",2255,"3/5/2020","MIÉRCOLES","0"
"2256",2256,"3/6/2020","JUEVES","0"
"2257",2257,"3/7/2020","VIERNES","0"
"2258",2258,"3/8/2020","SÁBADO","0"
"2259",2259,"3/9/2020","DOMINGO","0"
"2260",2260,"3/10/2020","LUNES","0"
"2261",2261,"3/11/2020","MARTES","0"
"2262",2262,"3/12/2020","MIÉRCOLES","0"
"2263",2263,"3/13/2020","JUEVES","0"
"2264",2264,"3/14/2020","VIERNES","0"
"2265",2265,"3/15/2020","SÁBADO","0"
"2266",2266,"3/16/2020","DOMINGO","0"
"2267",2267,"3/17/2020","LUNES","0"
"2268",2268,"3/18/2020","MARTES","0"
"2269",2269,"3/19/2020","MIÉRCOLES","0"
"2270",2270,"3/20/2020","JUEVES","0"
"2271",2271,"3/21/2020","VIERNES","0"
"2272",2272,"3/22/2020","SÁBADO","0"
"2273",2273,"3/23/2020","DOMINGO","0"
"2274",2274,"3/24/2020","LUNES","2"
"2275",2275,"3/25/2020","MARTES","0"
"2276",2276,"3/26/2020","MIÉRCOLES","0"
"2277",2277,"3/27/2020","JUEVES","0"
"2278",2278,"3/28/2020","VIERNES","0"
"2279",2279,"3/29/2020","SÁBADO","0"
"2280",2280,"3/30/2020","DOMINGO","0"
"2281",2281,"3/31/2020","LUNES","0"
"2282",2282,"4/1/2020","MARTES","0"
"2283",2283,"4/2/2020","MIÉRCOLES","0"
"2284",2284,"4/3/2020","JUEVES","0"
"2285",2285,"4/4/2020","VIERNES","0"
"2286",2286,"4/5/2020","SÁBADO","2"
"2287",2287,"4/6/2020","DOMINGO","SMS"
"2288",2288,"4/7/2020","LUNES","SMS"
"2289",2289,"4/8/2020","MARTES","SMS"
"2290",2290,"4/9/2020","MIÉRCOLES","2"
"2291",2291,"4/10/2020","JUEVES","2"
"2292",2292,"4/11/2020","VIERNES","SMS"
"2293",2293,"4/12/2020","SÁBADO","2"
"2294",2294,"4/13/2020","DOMINGO","0"
"2295",2295,"4/14/2020","LUNES","0"
"2296",2296,"4/15/2020","MARTES","0"
"2297",2297,"4/16/2020","MIÉRCOLES","0"
"2298",2298,"4/17/2020","JUEVES","0"
"2299",2299,"4/18/2020","VIERNES","0"
"2300",2300,"4/19/2020","SÁBADO","0"
"2301",2301,"4/20/2020","DOMINGO","0"
"2302",2302,"4/21/2020","LUNES","0"
"2303",2303,"4/22/2020","MARTES","0"
"2304",2304,"4/23/2020","MIÉRCOLES","0"
"2305",2305,"4/24/2020","JUEVES","0"
"2306",2306,"4/25/2020","VIERNES","0"
"2307",2307,"4/26/2020","SÁBADO","0"
"2308",2308,"4/27/2020","DOMINGO","0"
"2309",2309,"4/28/2020","LUNES","0"
"2310",2310,"4/29/2020","MARTES","0"
"2311",2311,"4/30/2020","MIÉRCOLES","0"
"2312",2312,"5/1/2020","JUEVES","2"
"2313",2313,"5/2/2020","VIERNES","0"
"2314",2314,"5/3/2020","SÁBADO","0"
"2315",2315,"5/4/2020","DOMINGO","0"
"2316",2316,"5/5/2020","LUNES","0"
"2317",2317,"5/6/2020","MARTES","0"
"2318",2318,"5/7/2020","MIÉRCOLES","0"
"2319",2319,"5/8/2020","JUEVES","0"
"2320",2320,"5/9/2020","VIERNES","0"
"2321",2321,"5/10/2020","SÁBADO","DMD"
"2322",2322,"5/11/2020","DOMINGO","0"
"2323",2323,"5/12/2020","LUNES","0"
"2324",2324,"5/13/2020","MARTES","0"
"2325",2325,"5/14/2020","MIÉRCOLES","0"
"2326",2326,"5/15/2020","JUEVES","0"
"2327",2327,"5/16/2020","VIERNES","0"
"2328",2328,"5/17/2020","SÁBADO","0"
"2329",2329,"5/18/2020","DOMINGO","0"
"2330",2330,"5/19/2020","LUNES","0"
"2331",2331,"5/20/2020","MARTES","0"
"2332",2332,"5/21/2020","MIÉRCOLES","0"
"2333",2333,"5/22/2020","JUEVES","0"
"2334",2334,"5/23/2020","VIERNES","0"
"2335",2335,"5/24/2020","SÁBADO","0"
"2336",2336,"5/25/2020","DOMINGO","2"
"2337",2337,"5/26/2020","LUNES","0"
"2338",2338,"5/27/2020","MARTES","0"
"2339",2339,"5/28/2020","MIÉRCOLES","0"
"2340",2340,"5/29/2020","JUEVES","0"
"2341",2341,"5/30/2020","VIERNES","0"
"2342",2342,"5/31/2020","SÁBADO","0"
"2343",2343,"6/1/2020","DOMINGO","0"
"2344",2344,"6/2/2020","LUNES","0"
"2345",2345,"6/3/2020","MARTES","0"
"2346",2346,"6/4/2020","MIÉRCOLES","0"
"2347",2347,"6/5/2020","JUEVES","0"
"2348",2348,"6/6/2020","VIERNES","0"
"2349",2349,"6/7/2020","SÁBADO","0"
"2350",2350,"6/8/2020","DOMINGO","0"
"2351",2351,"6/9/2020","LUNES","0"
"2352",2352,"6/10/2020","MARTES","0"
"2353",2353,"6/11/2020","MIÉRCOLES","0"
"2354",2354,"6/12/2020","JUEVES","0"
"2355",2355,"6/13/2020","VIERNES","0"
